title,authors,year,venue,journal_ref,abstract,arxiv_url,arxiv_id,doi,field,source_api,extra
Sinusoidal Displacement Describes Disorder in CsPbBr3 Nanocrystal Superlattices,Umberto Filippi; Stefano Toso; Matheus G. Ferreira; Lorenzo Tallarini; Yurii P. Ivanov; Francesco Scattarella; Vahid Haghighat; Huaiyu Chen; Megan O. Hill Landberg; Giorgio Divitini; Jesper Wallentin; Cinzia Giannini; Liberato Manna; Dmitry Baranov,2025,"ACS Nano, 2026","ACS Nano, 2026","Disorder is an intrinsic feature of all solids, from crystals of atoms to superlattices of colloidal nanoparticles. Unlike atomic crystals, in nanocrystal superlattices a single misplaced particle can affect the positions of neighbors over long distances, leading to cumulative disorder. This elusive form of collective particle displacement leaves clear signatures in diffraction, but little is known about how it accumulates and propagates throughout the superlattice. Here we rationalize propagation and accumulation of disorder in a series of CsPbBr3 nanocrystal superlattices by using synchrotron grazing incidence small- and wide-angle X-ray scattering. CsPbBr3 nanocrystals of colloidal softness S in the range of 0.3-0.7 were obtained by preparing particles with different sizes and ligand mixtures, consisting of oleic acid and primary amines of variable lengths. Most diffraction patterns showed clear signatures of anisotropic disorder, with multilayer diffraction characteristics of high structural coherence visible only for the {100} axial directions and lost in all other directions. As the softness decreased, the superlattices transitioned to a more ordered regime where small-angle diffraction peaks became resolution-limited, and superlattice multilayer diffraction appeared for the (110) diagonal reflections. To rationalize these anisotropies in structural coherence and their dependence on superlattice softness, we propose a sinusoidal displacement model where longitudinal and transverse displacements modulate nanocrystal positions. The model explains experimental observations and advances the understanding of disorder in mesocrystalline systems as they approach the limits of structural perfection.",https://arxiv.org/abs/2509.10849v1,2509.10849v1,10.1021/acsnano.5c20745,Chemistry,arXiv,{}
"""DIVE"" into Hydrogen Storage Materials Discovery with AI Agents",Di Zhang; Xue Jia; Tran Ba Hung; Seong Hoon Jang; Linda Zhang; Ryuhei Sato; Yusuke Hashimoto; Toyoto Sato; Kiyoe Konno; Shin-ichi Orimo; Hao Li,2025,Chemical Science 2026,Chemical Science 2026,"Data-driven artificial intelligence (AI) approaches are fundamentally transforming the discovery of new materials. Despite the unprecedented availability of materials data in the scientific literature, much of this information remains trapped in unstructured figures and tables, hindering the construction of large language model (LLM)-based AI agent for automated materials design. Here, we present the Descriptive Interpretation of Visual Expression (DIVE) multi-agent workflow, which systematically reads and organizes experimental data from graphical elements in scientific literatures. We focus on solid-state hydrogen storage materials-a class of materials central to future clean-energy technologies and demonstrate that DIVE markedly improves the accuracy and coverage of data extraction compared to the direct extraction by multimodal models, with gains of 10-15% over commercial models and over 30% relative to open-source models. Building on a curated database of over 30,000 entries from 4,000 publications, we establish a rapid inverse design workflow capable of identifying previously unreported hydrogen storage compositions in two minutes. The proposed AI workflow and agent design are broadly transferable across diverse materials, providing a paradigm for AI-driven materials discovery.",https://arxiv.org/abs/2508.13251v2,2508.13251v2,10.1039/d5sc09921h,Chemistry,arXiv,{}
Energetically Favored One-Dimensional Moiré Superstructure in the Pseudo-Square Lattice GdTe3,Jieun Yeon; Kihyun Lee; Myeongjin Jang; Tae Keun Yun; Jongho Park; Changyoung Kim; Kwanpyo Kim,2025,ACS Nano (2025),ACS Nano (2025),"Moiré engineering in layered crystals has recently gained considerable attention due to the discovery of various structural and physical phenomena, including interfacial reconstruction, superconductivity, magnetism, and distinctive optoelectronic properties. Nevertheless, most explored moiré systems have been limited to hexagonal lattices, thereby constraining a comprehensive understanding and technological application of moiré phenomena in general layered crystals. Here, we investigate GdTe3, a pseudo-tetragonal layered crystal, as a platform to explore unconventional moiré phenomena. GdTe3 exhibits a slight in-plane distortion correlated with the direction of charge density wave formation. Through vertical stacking of layers with different distortions-induced via a controlled strain/release process-we realize energetically favorable one-dimensional (1D) moiré superstructures. Using transmission electron microscopy (TEM), including high-resolution scanning TEM imaging, dark-field TEM imaging, and sample tilting experiments, we systematically examine stacking variations across the 1D moiré structure. Additionally, electron energy loss spectroscopy reveals modulations in electronic properties associated with the 1D moiré structure. Our findings expand the scope of moiré systems beyond conventional hexagonal twistronics, enabling exploration of moiré phenomena in low-symmetry van der Waals crystals.",https://arxiv.org/abs/2508.09434v1,2508.09434v1,10.1021/acsnano.5c09994,Chemistry,arXiv,{}
Local Inversion Symmetry Breaking and Thermodynamic Evidence for Ferrimagnetism in Fe3GaTe2,Sang-Eon Lee; Yue Li; Yeonkyu Lee; W. Kice Brown; PeiYu Cai; Jinyoung Yun; Chanyoung Lee; Alex Moon; Lingrui Mei; Jaeyong Kim; Yan Xin; Julie A. Borchers; Thomas W. Heitmann; Matthias Frontzek; William D. Ratcliff; Gregory T. McCandless; Julia Y. Chan; Elton J. G. Santos; Jeehoon Kim; Charudatta M. Phatak; Vadym Kulichenko; Luis Balicas,2025,ACS Nano (2025),ACS Nano (2025),"The layered compound Fe3GaTe2 is attracting attention due to its high Curie temperature, low dimensionality, and the presence of topological spin textures above room temperature, making Fe$_3$GaTe$_2$ a good candidate for applications in spintronics. Here, we show, through transmission electron microscopy (TEM) techniques, that Fe$_3$GaTe$_2$ single crystals break local inversion symmetry while maintaining global inversion symmetry according to X-ray diffraction. Coupled to the observation of Néel skyrmions via Lorentz-TEM, our structural analysis provides a convincing explanation for their presence in centrosymmetric materials. Magnetization measurements as a function of the temperature displays a sharp first-order thermodynamic phase-transition leading to a reduction in the magnetic moment. This implies that the ground state of Fe$_3$GaTe$_2$ is globally ferrimagnetic and not a glassy magnetic state composed of ferrimagnetic, and ferromagnetic domains as previously claimed. Neutron diffraction studies indicate that the ferromagnetic to ferrimagnetic transition upon reducing the external magnetic field is associated with a change in the magnetic configuration/coupling between Fe1 and Fe2 moments. We observe a clear correlation between the hysteresis observed in both the skyrmion density and the magnetization of Fe$_3$GaTe$_2$. This indicates that its topological spin textures are affected by the development of ferrimagnetism upon cooling. Observation, via magnetic force microscopy, of magnetic bubbles at the magnetic phase boundary suggests skyrmions stabilized by the competition among magnetic phases and distinct exchange interactions. Our study provides an explanation for the observation of Néel skyrmions in centrosymmetric systems, while exposing a correlation between the distinct magnetic phases of Fe$_3$GaTe$_2$ and topological spin textures.",https://arxiv.org/abs/2507.23068v1,2507.23068v1,10.1021/acsnano.5c08312,Chemistry,arXiv,{}
Unveiling the Miniband Structure of Graphene Moiré Superlattices via Gate-dependent Terahertz Photocurrent Spectroscopy,Juan A. Delgado-Notario; Stephen R. Power; Wojciech Knap; Manuel Pino; JinLuo Cheng; Daniel Vaquero; Takashi Taniguchi; Kenji Watanabe; Jesús E. Velázquez-Pérez; Yahya M. Meziani; Pablo Alonso-González; José M. Caridad,2025,ACS Nano 2025,ACS Nano 2025,"Moiré superlattices formed at the interface between stacked two-dimensional atomic crystals offer limitless opportunities to design materials with widely tunable properties and engineer intriguing quantum phases of matter. However, despite progress, precise probing of the electronic states and tantalizingly complex band textures of these systems remain challenging. Here, we present gate-dependent terahertz photocurrent spectroscopy as a robust technique to detect, explore and quantify intricate electronic properties in graphene moiré superlattices. Specifically, using terahertz light at different frequencies, we demonstrate distinct photocurrent regimes evidencing the presence of avoided band crossings and tiny (~1-20 meV) inversion-breaking global and local energy gaps in the miniband structure of minimally twisted graphene and hexagonal boron nitride heterostructures, key information that is inaccessible by conventional electrical or optical techniques. In the off-resonance regime, when the radiation energy is smaller than the gap values, enhanced zero-bias responsivities arise in the system due to the lower Fermi velocities and specific valley degeneracies of the charge carriers subjected to moiré superlattice potentials. In stark contrast, above-gap excitations give rise to bulk photocurrents -- intriguing optoelectronic responses related to the geometric Berry phase of the constituting electronic minibands. Besides their fundamental importance, these results place moiré superlattices as promising material platforms for advanced, sensitive and low-noise terahertz detection applications.",https://arxiv.org/abs/2507.16927v1,2507.16927v1,10.1021/acsnano.5c05306,Chemistry,arXiv,{}
Probing the band structure of the strongly correlated antiferromagnet NiPS3 across its phase transition,Benjamin Pestka; Biplab Bhattacharyya; Milosz Rybak; Jeff Strasdas; Adam K. Budniak; Adi Harchol; Marcus Liebmann; Niklas Leuth; Honey Boban; Vitaliy Feyer; Iulia Cojocariu; Daniel Baranowski; Simone Mearini; Lutz Waldecker; Bernd Beschoten; Christoph Stampfer; Yaron Amouyal; Lukasz Plucinski; Efrat Lifshitz; Krzysztof Wohlfeld; Magdalena Birowska; Markus Morgenstern,2025,"ACS Nano 2025, 19, 51, 42737-42747","ACS Nano 2025, 19, 51, 42737-42747","NiPS3 is an exfoliable van-der-Waals intralayer antiferromagnet with zigzag-type spin arrangement. It is distinct from other TMPS3 (TM: transition metal) materials by optical excitations into a strongly correlated state that is tied to the magnetic properties. However, the related, fundamental band structure across the antiferromagnetic phase transition has not been probed yet. Here, we use angular-resolved photoelectron spectroscopy with μm resolution in combination with DFT+U calculations for that purpose. We identify a characteristic band shift across TN. It is attributed to bands of mixed Ni and S character related to the superexchange interaction of Ni 3t2g orbitals. Moreover, we find a structure above the valence band maximum with little angular dispersion that could not be reproduced by the calculations. The discrepancy suggests the influence of many-body interactions beyond the DFT+U approximations in striking contrast to the results on MnPS3 and FePS3, where these calculations were sufficient for an adequate description.",https://arxiv.org/abs/2507.14890v2,2507.14890v2,10.1021/acsnano.5c12408,Chemistry,arXiv,{}
Enhanced Phonon-Assisted Tunneling in Metal -- Twisted Bilayer Graphene Junctions,Radhika Soni; Suvronil Datta; Robin Bajaj; Saisab Bhowmik; Shinjan Mandal; Baladitya Suri; Kenji Watanabe; Takashi Taniguchi; Manish Jain; U. Chandni,2025,ACS Nano 2025,ACS Nano 2025,"We report planar tunneling spectroscopy measurements on metal-WSe$_2$-twisted bilayer graphene heterostructures across a broad range of gate and bias voltages. The observed experimental features are attributed to phonon-assisted tunneling and the significantly high density of states within the moiré bands. A notable finding is the enhanced phonon-assisted tunneling in twisted bilayer graphene compared to Bernal bilayer graphene, which arises from a more relaxed in-plane momentum matching criterion. Theoretical calculations of phonon dispersions enable us to identify low-energy phonon modes in both Bernal and twisted bilayers of graphene, thereby elucidating the underlying mechanism of tunneling. Our results establish planar tunneling as a versatile tool to further understand electron-phonon coupling in twisted van der Waals materials.",https://arxiv.org/abs/2507.12991v1,2507.12991v1,10.1021/acsnano.5c06662,Chemistry,arXiv,{}
Direct observation of locally modified excitonic effect within a moiré unit cell in twisted bilayer graphene,Ming Liu; Ryosuke Senga; Masanori Koshino; Yung-Chang Lin; Kazu Suenaga,2025,ACS Nano 17 (2023) 18433-18440,ACS Nano 17 (2023) 18433-18440,"Bilayer graphene, forming moiré superlattices, possesses distinct electronic and optical properties derived from the hybridization of energy band and the emergence of van Hove singularities depending on its twist angle. Extensive research has been conducted on the global characteristics of moiré superlattice induced by long-range periodicity. However, limited attention has been given to the local properties within a moiré unit cell, which undoubtedly differ due to the variations in three-dimensional atomic arrangement. Here we demonstrate the highly localized excitations of carbon 1s electrons to unoccupied van Hove singularities in a twisted bilayer graphene using an electron energy loss spectroscopy based on a monochromated transmission electron microscope. The core-level excitations associated with the van Hove singularities show a systematic twist angle dependence which is analogous to the optical excitations. Furthermore, local variations in those core-level van Hove singularity peaks within a moiré unit cell have been corroborated for the first time, which can originate from core-exciton lifetimes and band modifications influenced by the local stacking geometry.",https://arxiv.org/abs/2507.05560v1,2507.05560v1,10.1021/acsnano.3c06021,Chemistry,arXiv,{}
Transformable Plasmonic Helix with Swinging Gold Nanoparticles,Andreas Peil; Pengfei Zhan; Xiaoyang Duan; Roman Krahne; Denis Garoli; Luis M. Liz-Marzán; Na Liu,2025,"Angewandte Chemie International Edition 62, 9, e202213992, 2022","Angewandte Chemie International Edition 62, 9, e202213992, 2022","Control over multiple optical elements that can be dynamically rearranged to yield substantial three-dimensional structural transformations is of great importance to realize reconfigurable plasmonic nanoarchitectures with sensitive and distinct optical feedback. In this work, we demonstrate a transformable plasmonic helix system, in which multiple gold nanoparticles (AuNPs) can be directly transported by DNA swingarms to target positions without undergoing consecutive stepwise movements. The swingarms allow for programmable AuNP translocations in large leaps within plasmonic nanoarchitectures, giving rise to tailored circular dichroism spectra. Our work provides an instructive bottom-up solution to building complex dynamic plasmonic systems, which can exhibit prominent optical responses through cooperative rearrangements of the constituent optical elements with high fidelity and programmability.",https://arxiv.org/abs/2506.11533v1,2506.11533v1,10.1002/anie.202213992,Chemistry,arXiv,{}
Magnetic phases and zone-folded phonons in a frustrated van der Waals magnet,A. Pawbake; F. Petot; F. Le Mardelé; T. Riccardi; J. Lévêque; B. A. Piot; M. Orlita; J. Coraux; M. Hubert; J. Dzian; M. Veis; Y. Skourski; B. Wu; Z. Sofer; B. Grémaud; A. Saúl; C. Faugeras,2025,"ACS Nano 19, 23693, (2025)","ACS Nano 19, 23693, (2025)","2D magnetic materials have attracted extensive research interest due to their potential application in nanospintronics, optospintronics, and in magnonics. Ferromagnetic as well as antiferromagnetic layered materials have been demonstrated and successfully inserted into van der Waals heterostructures. However, the effects of magnetic frustration in van der Waals materials and the possibilities offered by spin configurations characterized by nonlinear spin arrangements have not been fully considered yet. Herein, we establish the magnetic phase diagram of bulk CrOCl, a frustrated van der Waals magnet, using magnetization and magneto-optical spectroscopy techniques. In particular, we use the magnetic superstructures relative to the crystallographic unit cell and the associated rich zone-folded phonon series to describe the magnetic field induced phases. Theoretical calculations taking into account the competing nearest neighbors magnetic exchange interactions provide a unique insight into the lattice vibrations of this class of magnetic system. This study expands the scope of 2D magnetic materials and provides a methodology to characterize frustrated van der Waals magnets.",https://arxiv.org/abs/2506.09680v1,2506.09680v1,10.1021/acsnano.5c03174,Chemistry,arXiv,{}
Dual-Polarization SHG Interferometry for Imaging Antiparallel Domains and Stacking Angles of 2D Heterocrystals,Juseung Oh; Wontaek Kim; Gyouil Jeong; Yeri Lee; Jihun Kim; Hyeongjoon Kim; Hyeon Suk Shin; Sunmin Ryu,2025,"ACS Nano 19, 37098 (2025)","ACS Nano 19, 37098 (2025)","Optical second-harmonic generation (SHG) enables orientational polarimetry for crystallographic analysis and domain imaging of various materials. However, conventional intensity polarimetry, which neglects phase information, fails to resolve antiparallel domains and to describe two-dimensional heterostructures, which represent a new class of van der Waals-bound composite crystals. In this work, we report dual-polarization spectral phase interferometry (DP-SPI) and establish a generalized SHG superposition model that incorporates the observables of DP-SPI. Antiparallel domains of monolayer transition metal dichalcogenides (TMDs) were successfully imaged with distinction, validating the interferometric polarimetry. From DP interferograms of TMD heterobilayers, the orientation of each layer could be determined, enabling layer-resolved probing. By employing the superposition model, we also demonstrate the photonic design and fabrication of ternary TMD heterostructures for circularly polarized SHG. These methods, providing comprehensive SHG measurements and theoretical description, can be extended to heterostructures consisting of more than two constituent layers and are not limited to TMDs or 2D materials.",https://arxiv.org/abs/2505.21922v2,2505.21922v2,10.1021/acsnano.5c11082,Chemistry,arXiv,{}
Revealing molecule-internal mechanisms that control phonon heat transport through single-molecule junctions by a genetic algorithm,Matthias Blaschke; Fabian Pauly,2025,"ACS Nano 19, 32093 (2025)","ACS Nano 19, 32093 (2025)","Measurements of the thermal conductance of single-molecule junctions have recently been reported for the first time. It is presently unclear, how much the heat transport can be controlled through molecule-internal effects. The search for molecules with lowest and highest thermal conductance is complicated by the gigantic chemical space. Here we describe a systematic search for molecules with a low or a high phononic thermal conductance using a genetic algorithm. Beyond individual structures of well performing molecules, delivered by the genetic algorithm, we analyze patterns and identify the different physical and chemical mechanisms to suppress or enhance phonon heat flow. In detail, mechanisms revealed to reduce phonon transport are related to the choice of terminal linker blocks, substituents and corresponding mass disorder or destructive interference, meta couplings and molecule-internal twist. For a high thermal conductance, the molecules should instead be rather uniform and chain-like. The identified mechanisms are systematically analyzed at different levels of theory, and their significance is classified. Our findings are expected to be important for the emerging field of molecular phononics.",https://arxiv.org/abs/2505.19158v1,2505.19158v1,10.1021/acsnano.5c03690,Chemistry,arXiv,{}
On-surface Synthesis of a Ferromagnetic Molecular Spin Trimer,Alessio Vegliante; Manuel Vilas-Varela; Ricardo Ortiz; Francisco Romero Lara; Manish Kumar; Lucía Gómez-Rodrigo; Stefano Trivini; Fabian Schulz; Diego Soler; Hassan Ahmoum; Emilio Artacho; Thomas Frederiksen; Pavel Jelínek; Jose Ignacio Pascual; Diego Peña,2025,"Journal of the American Chemical Society 147, 19530 (2025)","Journal of the American Chemical Society 147, 19530 (2025)","Triangulenes are prototypical examples of open-shell nanographenes. Their magnetic properties, arising from the presence of unpaired $π$ electrons, can be extensively tuned by modifying their size and shape or by introducing heteroatoms. Different triangulene derivatives have been designed and synthesized in recent years, thanks to the development of on-surface synthesis strategies. Triangulene-based nanostructures with polyradical character, hosting several interacting spin units, can be challenging to fabricate but are particularly interesting for potential applications in carbon-based spintronics. Here, we combine pristine and N-doped triangulenes into a more complex nanographene, \textbf{TTAT}, predicted to possess three unpaired $π$ electrons delocalized along the zigzag periphery. We generate the molecule on an Au(111) surface and detect direct fingerprints of multi-radical coupling and high-spin state using scanning tunneling microscopy and spectroscopy. With the support of theoretical calculations, we show that its three radical units are localized at distinct parts of the molecule and couple via symmetric ferromagnetic interactions, which result in a $S=3/2$ ground state, thus demonstrating the realization of a molecular ferromagnetic Heisenberg-like spin trimer",https://arxiv.org/abs/2505.09587v1,2505.09587v1,10.1021/jacs.4c15736,Chemistry,arXiv,{}
Electronic structure of fullerene nanoribbons,Bo Peng; Michele Pizzochero,2025,"ACS Nano 19 (32), 29637-29645 (2025)","ACS Nano 19 (32), 29637-29645 (2025)","Using first-principles calculations, we examine the electronic structure of quasi-one-dimensional fullerene nanoribbons derived from two-dimensional fullerene networks. Depending on the edge geometry and width, these nanoribbons exhibit a rich variety of properties, including direct and indirect band gaps, positive and negative effective masses, as well as dispersive and flat bands. Our findings establish a comprehensive understanding of the electronic properties of fullerene nanoribbons, with potential implications for the design of future nanoscale devices.",https://arxiv.org/abs/2504.07790v1,2504.07790v1,10.1021/acsnano.5c08991,Chemistry,arXiv,{}
Chemically Tuning Room Temperature Pulsed Optically Detected Magnetic Resonance,Sarah K. Mann; Angus Cowley-Semple; Emma Bryan; Ziqiu Huang; Sandrine Heutz; Max Attwood; Sam L. Bayliss,2025,Journal of the American Chemical Society (2025),Journal of the American Chemical Society (2025),"Optical detection of magnetic resonance enables spin-based quantum sensing with high spatial resolution and sensitivity-even at room temperature-as exemplified by solid-state defects. Molecular systems provide a complementary, chemically tunable, platform for room-temperature optically detected magnetic resonance (ODMR)-based quantum sensing. A critical parameter governing sensing sensitivity is the optical contrast-i.e., the difference in emission between two spin states. In state-of-the-art solid-state defects such as the nitrogen-vacancy center in diamond, this contrast is approximately 30%. Here, capitalizing on chemical tunability, we show that room-temperature ODMR contrasts of 40% can be achieved in molecules. Using a nitrogen-substituted analogue of pentacene (6,13-diazapentacene), we enhance contrast compared to pentacene and, by determining the triplet kinetics through time-dependent pulsed ODMR, show how this arises from accelerated anisotropic intersystem crossing. Furthermore, we translate high-contrast room-temperature pulsed ODMR to self-assembled nanocrystals. Overall, our findings highlight the synthetic handles available to optically readable molecular spins and the opportunities to capitalize on chemical tunability for room-temperature quantum sensing.",https://arxiv.org/abs/2503.24341v1,2503.24341v1,10.1021/jacs.5c05505,Chemistry,arXiv,{}
Revealing the Low Temperature Phase of FAPbI$_3$ using A Machine-Learned Potential,Sangita Dutta; Erik Fransson; Tobias Hainer; Benjamin M. Gallant; Dominik J. Kubicki; Paul Erhart; Julia Wiktor,2025,Journal of the American Chemical Society ASAP (2025),Journal of the American Chemical Society ASAP (2025),"FAPbI$_3$ is a material of interest for its potential in solar cell applications, driven by its remarkable optoelectronic properties. However, the low-temperature phase of FAPbI$_3$ remains poorly understood, with open questions surrounding its crystal structure, octahedral tilting, and the arrangement of formamidinium (FA) cations. Using our trained machine-learned potential in combination with large-scale molecular dynamics simulations, we provide a detailed investigation of this phase, uncovering its structural characteristics and dynamical behavior. Our analysis reveals the octahedral tilt pattern and sheds light on the rotational dynamics of FA cations in the low temperature phase. Strikingly, we find that the FA cations become frozen in a metastable configuration, unable to reach the thermodynamic ground state. By comparing our simulated results with experimental nuclear magnetic resonance (NMR) and inelastic neutron scattering (INS) spectra, we demonstrate good agreement, further validating our findings. This phenomenon mirrors experimental observations and offers a compelling explanation for the experimental challenges in accessing the true ground state. These findings provide critical insights into the fundamental physics of FAPbI$_3$ and its low-temperature behavior, advancing our understanding of this technologically important material.",https://arxiv.org/abs/2503.23974v2,2503.23974v2,10.1021/jacs.5c05265,Chemistry,arXiv,{}
Ultrafast Saddletronics,Sangeeta Sharma; Deepika Gill; John Kay Dewhurst; Peter Elliott; Sam Shallcross,2025,ACS Nano 2025,ACS Nano 2025,"Low energy valleys in the band structure of 2d materials represent a potential route to the ultrafast writing of information in quantum matter by laser light, with excited charge at the K or K$^\ast$ valleys representing the fundamental states of 1 and 0. Here we demonstrate that a second electronic feature, the saddle point, is endowed with lightwave control over information states. Linearly polarized light is shown to excite 2 of the 3 inequivalent M point saddles in graphene, generating three possible excited configurations, with which of these are realised determined by the polarization vector direction. We show that saddle excitation is highly robust, with ""saddle polarized"" states created both in the sub-cycle strong field regime and the long time limit of extended multi-cycle pulses. Our findings, applicable to other members of the graphene family and Xenes such as stanene, point towards a rich and ultrafast light based manipulation of matter based on the saddle point.",https://arxiv.org/abs/2503.21376v1,2503.21376v1,10.1021/acsnano.5c02017,Chemistry,arXiv,{}
Observation of Persistent Zero Modes and Superconducting Vortex Doublets in UTe$_2$,Nileema Sharma; Matthew Toole; James McKenzie; Fangjun Cheng; Sean Michael Thomas; Priscila F. S. Rosa; Yi-Ting Hsu; Xiaolong Liu,2025,"ACS Nano 2025, 19, 35, 31539","ACS Nano 2025, 19, 35, 31539","Superconducting vortices can reveal electron pairing details and nucleate topologically protected states. Yet, vortices of bulk spin-triplet superconductors have never been visualized. Recently, UTe$_2$ has emerged as a nominative spin-triplet superconductor, but its superconducting order parameter is elusive, and whether time-reversal symmetry is broken remains unsettled. Here, we visualize superconducting vortices on the (011) surface of ultra-clean UTe$_2$ single crystals ($T_c=2.1 K$) using scanning tunneling microscopy (STM). We introduce $\frac{d^2 I}{dV^2}$ imaging as an effective method for vortex visualization in superconductors with substantial residual zero-energy density of states (DOS), as in UTe$_2$. Anisotropic single-flux-quantum vortices, with coherence lengths of $\sim$ 12 nm (4 nm) parallel (perpendicular) to the a-axis, form a triangular vortex lattice (VL) under small out-of-plane magnetic fields. The vortex size decreases at higher fields, suggesting multi-band superconductivity. The robustness of vortex structures and VL against magnetic field polarity and cooling history strongly supports time-reversal invariant superconductivity. Spatially non-splitting and spectroscopically narrow zero-bias peaks (ZBPs) of differential conductance at vortex cores (VCs) persist up $8T$, well beyond the Pauli limit ($3.9T$), consistent with Majorana zero modes (MZMs) in a topological vortex line protected by a combination of mirror, time-reversal, and particle-hole symmetries. Close examination of vortex structures reveals a mirror-asymmetric doublet $--$ one with a singular core and another with an enhanced energy gap. Such unconventional vortices in a non-chiral $p$-wave superconductor could originate from the induction of a subdominant order parameter close to the VCs.",https://arxiv.org/abs/2503.17450v2,2503.17450v2,10.1021/acsnano.5c08406,Chemistry,arXiv,{}
Prospects to bypass nonlocal phenomena in metals using phonon-polaritons,Jacob T. Heiden; Eduardo J. C. Dias; Minhyuk Kim; Martin Nørgaard; Vladimir A. Zenin; Sergey G. Menabde; Hu Young Jeong; N. Asger Mortensen; Min Seok Jang,2025,"ACS Nano 19, 42719 (2025)","ACS Nano 19, 42719 (2025)","Electromagnetic design relies on an accurate understanding of light-matter interactions, yet often overlooks electronic length scales. Under extreme confinement, this omission can lead to nonclassical effects, such as nonlocal response. Here, we use mid-infrared phonon-polaritons in hexagonal boron nitride (hBN) screened by monocrystalline gold flakes to push the limits of nanolight confinement unobstructed by nonlocal phenomena, even when the polariton phase velocity approaches the Fermi velocities of electrons in gold. We employ near-field imaging to probe polaritons in nanometre-thin crystals of hBN on gold and extract their complex propagation constant, observing effective indices exceeding 90. We further show the importance of sample characterisation by revealing a thin low-index interfacial layer naturally forming on monocrystalline gold. Our experiments address a fundamental limitation posed by nonlocal effects in van der Waals heterostructures and outline a pathway to bypass their impact in high-confinement regimes.",https://arxiv.org/abs/2503.16863v1,2503.16863v1,10.1021/acsnano.5c07349,Chemistry,arXiv,{}
Quasi-$Φ_0$-periodic supercurrent at quantum Hall transitions,Ivan Villani; Matteo Carrega; Alessandro Crippa; Elia Strambini; Francesco Giazotto; Vaidotas Miseikis; Camilla Coletti; Fabio Beltram; Kenji Watanabe; Takashi Taniguchi; Stefan Heun; Sergio Pezzini,2025,"ACS Nano 2025, 19, 27370-27378","ACS Nano 2025, 19, 27370-27378","The combination of superconductivity and quantum Hall (QH) effect is regarded as a key milestone in advancing topological quantum computation in solid-state systems. Recent quantum interference studies suggest that QH edge states can effectively mediate a supercurrent across high-quality graphene weak links. In this work we report the observation of a supercurrent associated with transitions between adjacent QH plateaus, where transport paths develop within the compressible two-dimensional bulk. We employ a back-gated graphene Josephson junction, comprising high-mobility CVD-grown graphene encapsulated in hexagonal Boron Nitride (hBN) and contacted by Nb leads. Superconducting pockets are detected persisting beyond the QH onset, up to 2.4 T, hence approaching the upper critical field of the Nb contacts. We observe an approximate $Φ_0=h/2e$ periodicity of the QH-supercurrent as a function of the magnetic field, indicating superconducting interference in a proximitized percolative phase. These results provide a promising experimental platform to investigate the transport regime of percolative supercurrents, leveraging the flexibility of van der Waals devices.",https://arxiv.org/abs/2503.15384v2,2503.15384v2,10.1021/acsnano.5c05294,Chemistry,arXiv,{}
Magnetic Correlation Spectroscopy in CrSBr,Lukas Krelle; Ryan Tan; Daria Markina; Priyanka Mondal; Kseniia Mosina; Kevin Hagmann; Regine von Klitzing; Kenji Watanabe; Takashi Taniguchi; Zdenek Sofer; Bernhard Urbaszek,2025,"ACS Nano 2025, 19, 37, 33156","ACS Nano 2025, 19, 37, 33156","CrSBr is an air-stable magnetic van der Waals semiconductor with strong magnetic anisotropy, where the interaction of excitons with the magnetic order enables the optical identification of different magnetic phases. Here, we study the magnetic anisotropy of multi-layer CrSBr inside a three-axis vector magnet and correlate magnetic order and optical transitions in emission and absorption. We identify layer by layer switching of the magnetization through drastic changes of the optical emission and absorption energy and strength as a function of the applied magnetic field. We correlate optical transitions in reflection spectra with photoluminescence (PL) emission using a transfer-matrix analysis and find that ferromagnetic and antiferromagnetic order between layers can coexist in the same crystal. In the multi-peak PL emission the intensity of energetically lower lying transitions reduces monotonously with increasing field strength whereas energetically higher lying transitions around the bright exciton $X_B$ brighten close to the saturation field. Using this contrasting behavior we can therefore correlate transitions with each other.",https://arxiv.org/abs/2503.08390v1,2503.08390v1,10.1021/acsnano.5c05470,Chemistry,arXiv,{}
